,PC1,PC2,PC3,name,id,sprite_url,type,total_stats,generation
65,-1.669869272887461,-0.5437079976298251,1.1554377904245343,machop,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png,fighting,305,generation-i
66,-0.2021105242420803,-0.7509262863020021,0.9733596293964744,machoke,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png,fighting,405,generation-i
67,1.278568141783215,-0.7792101728210755,1.0134210372422316,machamp,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png,fighting,505,generation-i
68,-1.7774959231988567,0.41568658408774883,0.5262089776219401,bellsprout,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png,grass,300,generation-i
69,-0.48461652444371345,0.49092138727634277,0.5365916215274527,weepinbell,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png,grass,390,generation-i
70,0.9758066262356272,0.5018870267540562,0.3248148338236839,victreebel,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png,grass,490,generation-i
71,-1.255021472120316,0.5641221781280512,-1.4887625481411275,tentacool,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png,water,335,generation-i
72,1.3229961705372673,0.7473911125572563,-1.1418533798901185,tentacruel,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png,water,515,generation-i
73,-1.7967916206594798,-1.8500138619383892,0.9190867352480507,geodude,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png,rock,300,generation-i
74,-0.5039122219043363,-1.7747790587497951,0.9294693791535632,graveler,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png,rock,390,generation-i
75,1.0523999559561419,-1.968993483605752,1.190797251933184,golem,76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png,rock,495,generation-i
76,-0.3193079432435781,0.9337050169382937,0.24782657862675095,ponyta,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png,fire,410,generation-i
77,0.9735714555115652,1.0089398201268878,0.25820922253226364,rapidash,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png,fire,500,generation-i
78,-1.4244558886630712,-1.3367375839376712,0.7615629948102021,slowpoke,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png,water,315,generation-i
79,1.120273595082474,-1.429257872728552,-0.6018015224202422,slowbro,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png,water,490,generation-i
80,-1.4544656340263065,0.14797786895217463,-1.4778844884207165,magnemite,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png,electric,325,generation-i
81,0.532789611974735,0.33763837131071217,-1.2384206503022468,magneton,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png,electric,465,generation-i
82,-0.6862168341085556,0.11346356323274669,0.39616561980736886,farfetchd,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png,normal,377,generation-i
83,-1.7978736860860784,0.6377974193177485,1.0871115316345692,doduo,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png,normal,310,generation-i
84,0.46313649130457357,1.0086622057316545,1.1505533200639027,dodrio,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png,normal,470,generation-i
85,-1.35634645544641,-0.40897781178488773,-0.5170925472443452,seel,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png,water,325,generation-i
86,0.7984525424788289,-0.2835864731372308,-0.49978814073515715,dewgong,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png,water,475,generation-i
87,-1.2911236782750828,-0.8556618609937834,0.8147658496010898,grimer,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png,poison,325,generation-i
88,1.2825346994606492,-0.8909434316233282,0.2766716770870737,muk,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png,poison,500,generation-i
89,-1.8266317547889155,-1.078710670479688,0.4988731953699846,shellder,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png,water,305,generation-i
90,1.2488704296883668,-1.7129623493415478,0.4757025333905549,cloyster,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png,water,525,generation-i
91,-1.7996042722681522,1.98392880404485,-0.8601314548432679,gastly,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png,ghost,310,generation-i
92,-0.4229529975509102,2.027029025378004,-0.960828526742396,haunter,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png,ghost,405,generation-i
93,0.9536982771663318,2.0701292467111574,-1.0615255986415242,gengar,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png,ghost,500,generation-i
94,-0.8048347859502225,-1.831209166311765,-0.028721824003292915,onix,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png,rock,385,generation-i
95,-1.2524008176885886,-0.4258456750912273,-0.9300738649940834,drowzee,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png,psychic,328,generation-i
96,0.9762367293566524,-0.239061170816094,-0.9780493188049738,hypno,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png,psychic,483,generation-i
97,-1.5624475196502434,-0.9650202461291778,1.6757575669083837,krabby,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png,water,325,generation-i
98,0.5923514782749955,-0.8396289074815211,1.6930619734175718,kingler,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png,water,475,generation-i
99,-1.5624749218706073,1.3718878600137614,-0.6412075105257065,voltorb,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png,electric,330,generation-i
100,0.6376082399479239,2.2378798580026715,-0.6653114156826381,electrode,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png,electric,490,generation-i
101,-1.4253919797662344,-0.6618930591009995,-0.35628473376525943,exeggcute,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png,grass,325,generation-i
102,1.6301209843714786,-0.018280377427525023,-0.25434339447510623,exeggutor,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png,grass,530,generation-i
103,-1.5022562508470882,-1.3535560974693757,-0.12693418517098443,cubone,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png,ground,320,generation-i
104,0.05529700579257152,-1.5756923930577404,-0.13582775400267763,marowak,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png,ground,425,generation-i
105,0.4467763435823443,0.16662039321038724,0.38261177491470877,hitmonlee,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png,fighting,455,generation-i
106,0.45783495039950856,-0.5925162580521661,-0.008289965132530138,hitmonchan,107,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png,fighting,455,generation-i
107,-0.3963017086301673,-1.126831224919577,-0.43004795309619454,lickitung,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png,normal,385,generation-i
108,-1.2302728600139963,-1.0769513989746347,-0.057214369745296124,koffing,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png,poison,340,generation-i
109,0.9245261379112425,-0.9515600603269776,-0.03990996323610831,weezing,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png,poison,490,generation-i
110,-1.0980156839508413,-1.7636892796141685,1.469163005967839,rhyhorn,111,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png,ground,345,generation-i
111,0.928956174193685,-1.9857183983161248,2.2247078357824015,rhydon,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png,ground,485,generation-i
112,0.8352107961831288,-0.12605515189145208,-0.049075936931905144,chansey,113,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png,normal,450,generation-i
113,0.0626607084908103,-0.3982461871567716,-0.3215187708837547,tangela,114,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png,grass,435,generation-i
114,0.9232379867217153,-0.16608688184067913,1.0129549219056813,kangaskhan,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png,normal,490,generation-i
115,-2.0136703452028164,0.37543732525755447,-0.255893931452891,horsea,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png,water,295,generation-i
116,0.05735677676032423,0.5329632457606517,-0.1275098091390624,seadra,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png,water,440,generation-i
117,-1.5776294860339914,-0.04653142615069716,0.4045338234900359,goldeen,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png,water,320,generation-i
118,0.41439512002494167,-0.012999588576869251,0.26980882363646674,seaking,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png,water,450,generation-i
119,-1.3729337096212708,1.086429977789837,-0.6896487446576874,staryu,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png,water,340,generation-i
120,1.212825087889016,1.2368995841670252,-0.6688834568466617,starmie,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png,water,520,generation-i
121,0.5059226869547603,0.9276569724854823,-2.4046213146334874,mr-mime,122,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png,psychic,460,generation-i
122,0.9649649809162897,0.46387482996767926,0.8461198326502709,scyther,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png,bug,500,generation-i
123,0.43294467674432946,1.9076620223895022,-1.635187113132343,jynx,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png,ice,455,generation-i
124,0.8552475366542058,1.458744221011848,-0.4074166141607733,electabuzz,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png,electric,490,generation-i
125,0.977795604325053,1.19951134409625,-0.26906614099937676,magmar,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png,fire,495,generation-i
126,0.9930662940012684,-0.3809390118994739,1.2351357809644208,pinsir,127,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png,bug,500,generation-i
127,0.7629338162928938,0.17170723911034602,1.1138850705285057,tauros,128,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,normal,490,generation-i
128,-3.4982776257157613,0.6207825642201791,-0.0764680530032613,magikarp,129,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,water,200,generation-i
129,1.725306110478651,-0.28358864482495827,0.8101275285506743,gyarados,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,water,540,generation-i
130,1.7731710660460724,-0.5033321481859757,-0.0020833185606681987,lapras,131,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,water,535,generation-i
131,-1.9701176771933984,0.030331052620509828,-0.1612760947156666,ditto,132,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,normal,288,generation-i
132,-1.4138485678624062,-0.02129020593760516,-0.24487545066933133,eevee,133,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png,normal,325,generation-i
133,1.6340994564408142,0.37109889221932046,-0.7244520974055174,vaporeon,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png,water,525,generation-i
134,1.2857552420012917,2.1712302344825583,-1.1004580323241322,jolteon,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,electric,525,generation-i
135,1.579398448011326,0.15392259492548832,-0.1348599590864986,flareon,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,fire,525,generation-i
136,-0.31394431755352104,-0.40625015879223436,-0.8592012104162856,porygon,137,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,normal,395,generation-i
137,-0.999663960444393,-0.8031640101284853,-1.2657736251033886,omanyte,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,rock,355,generation-i
138,1.02088707043321,-0.7568526068021135,-1.053308692358311,omastar,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png,rock,495,generation-i
139,-1.0982292436602574,-0.5481755533538419,0.32325491650932126,kabuto,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png,rock,355,generation-i
140,0.9278753228206365,-0.44376422726494275,0.8105306972679116,kabutops,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png,rock,495,generation-i
141,1.1061371860301896,1.4514478064763023,1.0127982921005425,aerodactyl,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,rock,515,generation-i
142,2.056089071264924,-1.4294517243275335,0.6483768558361572,snorlax,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,normal,540,generation-i
143,2.3175620355252997,-0.2350889923580837,-1.1123361593226637,articuno,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,ice,580,generation-i
144,2.206084398854162,1.0165387702935318,-0.5398712109077446,zapdos,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,electric,580,generation-i
145,2.2298450521233693,0.6811603217767023,-0.262254671728096,moltres,146,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,fire,580,generation-i
146,-1.8029739356017604,0.13860898396417023,0.051838432133582524,dratini,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,dragon,300,generation-i
147,-0.0791347372615695,0.23892205488229576,0.0656819573409328,dragonair,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,dragon,420,generation-i
148,2.587806591166792,-0.1449850763123065,0.4258311342877495,dragonite,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,dragon,600,generation-i
149,3.5692118310819727,1.9149332335517948,-0.18520360509144315,mewtwo,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,psychic,680,generation-i
150,2.511864238491098,0.2911450370076362,-0.12528292917655576,mew,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,psychic,600,generation-i
151,-1.5080491807411773,-0.47412431769034585,-0.5861841291477295,chikorita,152,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,grass,318,generation-ii
152,-0.25929798079492467,-0.40682516342331776,-0.6059113784758096,bayleef,153,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,grass,405,generation-ii
153,1.4645412175452663,-0.30651209250519224,-0.5920678532684592,meganium,154,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,grass,525,generation-ii
154,-1.7308800269961837,0.7020872238583947,-0.2880452487009901,cyndaquil,155,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,fire,309,generation-ii
155,-0.3442817737697762,0.8326417347168135,-0.3660974835296872,quilava,156,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,fire,405,generation-ii
156,1.5124668129864185,1.0434625037643963,-0.4697577068984776,typhlosion,157,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,fire,534,generation-ii
157,-1.5865573863649831,-0.5057684537061652,0.24548945955889248,totodile,158,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,water,314,generation-ii
158,-0.2802897348553859,-0.45059858283484594,0.2552410792258277,croconaw,159,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,water,405,generation-ii
159,1.5169506859470308,-0.3611429724265433,0.3769992676771986,feraligatr,160,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,water,530,generation-ii
